artist,genre,city,country,venue_type,capacity,month,event_day,days_until_event,marketing_budget,ticket_price,artist_popularity,previous_attendance_rate,pre_sale_interest,artist_market_score,is_weekend,marketing_per_capacity,price_per_capacity,popularity_marketing,occupancy_pct,tickets_sold,demand_class
Los Tigres del Norte,norteno,Leon,Mexico,theater,4151,9,Wednesday,154,43418,2850,92,0.74,1848,0.78,0,10.45964828,0.686581547,3994456,0.38,1577,baja
Girl Ultra,indie,Leon,Mexico,arena,11194,2,Tuesday,152,320257,37706,78,0.7,5061,0.78,0,28.60970163,3.368411649,24980046,0.52,5821,baja
Grupo Firme,banda,Monterrey,Mexico,arena,19968,5,Sunday,47,498550,1605,90,0.78,10486,0.92,0,24.96744792,0.080378606,44869500,0.64,12780,media
Clairo,indie,CDMX,Mexico,theater,4270,5,Friday,128,74247,2462,80,0.7,2179,1,1,17.38805621,0.576580796,5939760,0.42,1793,baja
Dua Lipa,pop,CDMX,Mexico,arena,11425,4,Monday,117,324324,3404,93,0.7,6951,1,0,28.38722101,0.297943107,30162132,0.7,7997,media
NewJeans,kpop,CDMX,Mexico,theater,4408,5,Sunday,57,64656,4643,93,0.7,1882,1,0,14.66787659,1.05331216,6013008,0.56,2468,media
BLACKPINK,kpop,Los Angeles,Estados Unidos,club,1246,9,Wednesday,86,13469,2230,98,0.7,770,0.95,0,10.80979133,1.789727127,1319962,0.71,885,media
Arctic Monkeys,rock,CDMX,Mexico,stadium,42871,1,Wednesday,176,1170871,2269,92,0.7,20158,1,0,27.31149262,0.052926221,107720132,0.6,25723,media
Kendrick Lamar,rap,Madrid,España,club,1344,8,Wednesday,163,22169,4290,95,0.7,871,0.9,0,16.49479167,3.191964286,2106055,0.54,726,baja
Siddhartha,indie,Los Angeles,Estados Unidos,arena,13572,4,Sunday,97,186785,3215,85,0.7,5500,0.95,0,13.76252579,0.236884763,15876725,0.29,3936,baja
Karol G,reggaeton,Monterrey,Mexico,arena,24918,5,Thursday,16,443397,1910,94,0.7,12619,0.92,0,17.79424512,0.076651417,41679318,0.65,16197,media
Fuerza Regida,regional_mexicano,Seul,Desconocido,stadium,71098,9,Wednesday,21,1465806,3137,88,0.7,24120,0.8,0,20.61669808,0.044122198,128990928,0.81,57589,alta
Adele,pop,Queretaro,Mexico,stadium,68980,10,Wednesday,6,1591927,4418,95,0.7,41323,0.82,0,23.0780951,0.06404755,151233065,0.97,66911,alta
Taylor Swift,pop,Leon,Mexico,festival,80829,8,Wednesday,81,1822427,4773,98,0.7,37886,0.78,0,22.54669735,0.059050588,178597846,0.88,71130,alta
Bad Bunny,reggaeton,Queretaro,Mexico,festival,74244,5,Thursday,64,1595271,3963,95,0.7,37162,0.82,0,21.48686763,0.053378051,151550745,0.9,66820,alta
Girl Ultra,indie,CDMX,Mexico,stadium,62828,6,Sunday,149,674829,1608,78,0.7,23333,1,0,10.74089578,0.025593684,52636662,0.57,35812,media
Dua Lipa,pop,Guadalajara,Mexico,theater,5217,7,Saturday,118,153716,2996,93,0.7,3085,0.92,1,29.46444317,0.574276404,14295588,0.47,2452,baja
Kendrick Lamar,rap,Queretaro,Mexico,arena,17232,9,Thursday,114,209071,39104,95,0.7,6995,0.82,0,12.1327182,2.269266481,19861745,0.31,5342,baja
Taylor Swift,pop,CDMX,Mexico,theater,5578,3,Monday,11,71863,2027,98,0.7,4034,1,0,12.8832915,0.363391897,7042574,0.76,4239,media
NewJeans,kpop,Bogota,Colombia,stadium,41297,3,Sunday,44,824129,4598,93,0.7,17562,0.88,0,19.95614694,0.111339807,76643997,0.83,34277,alta
Ariana Grande,pop,Madrid,España,arena,21738,11,Sunday,169,295213,20932,95,0.88,12035,0.9,0,13.58050419,0.962922072,28045235,0.82,17825,alta
Banda MS,banda,Monterrey,Mexico,theater,9763,9,Thursday,31,228923,1634,89,0.7,3729,0.92,0,23.44801803,0.167366588,20374147,0.26,2538,baja
TWICE,kpop,CDMX,Mexico,festival,60556,8,Sunday,173,948396,1694,92,0.84,40360,1,0,15.66147037,0.027974107,87252432,0.87,52684,alta
Banda MS,banda,Queretaro,Mexico,stadium,72549,4,Sunday,99,763891,3745,89,0.7,33511,0.82,0,10.52931122,0.051620284,67986299,0.68,49333,media
Karol G,reggaeton,Seul,Desconocido,stadium,50941,10,Saturday,152,565918,35486,94,0.7,18223,0.8,1,11.10928329,0.696609803,53196292,0.57,29036,media
Coldplay,rock,Guadalajara,Mexico,theater,7944,12,Thursday,54,233502,37398,96,0.7,4906,0.92,0,29.39350453,4.707703927,22416192,0.48,3813,baja
Siddhartha,indie,CDMX,Mexico,arena,11428,1,Tuesday,100,139479,2196,85,0.7,5807,1,0,12.20502275,0.192159608,11855715,0.39,4457,baja
BLACKPINK,kpop,Leon,Mexico,festival,30492,9,Friday,47,421179,3413,98,0.7,14455,0.78,1,13.81277056,0.111930998,41275542,0.88,26833,alta
Karol G,reggaeton,Leon,Mexico,festival,69416,2,Wednesday,110,791589,2554,94,0.7,30224,0.78,0,11.4035525,0.03679267,74409366,0.87,60392,alta
Siddhartha,indie,Seul,Desconocido,theater,7496,9,Wednesday,149,208193,1756,85,0.7,2963,0.8,0,27.7738794,0.234258271,17696405,0.37,2774,baja
BLACKPINK,kpop,Leon,Mexico,stadium,30700,7,Friday,82,664664,1543,98,0.7,14814,0.78,1,21.65029316,0.050260586,65137072,0.68,20876,media
Natanael Cano,corridos,Guadalajara,Mexico,club,2336,6,Monday,130,25810,3226,87,0.7,942,0.92,0,11.04880137,1.380993151,2245470,0.3,701,baja
The Weeknd,pop,Madrid,España,stadium,76947,2,Saturday,109,1410320,23075,96,0.9,43791,0.9,1,18.32845985,0.299881737,135390720,0.82,63097,alta
Calvin Harris,electronica,Madrid,España,club,1648,12,Tuesday,30,23345,3902,94,0.7,1013,0.9,0,14.16565534,2.367718447,2194430,0.51,840,baja
Grupo Firme,banda,Monterrey,Mexico,theater,5979,1,Friday,125,130693,1912,90,0.78,4154,0.92,1,21.85867202,0.319785917,11762370,0.77,4604,media
aespa,kpop,Seul,Desconocido,stadium,50437,5,Sunday,94,1421745,4216,90,0.7,20793,0.8,0,28.18853223,0.083589428,127957050,0.64,32280,media
Natanael Cano,corridos,Seul,Desconocido,club,2469,9,Monday,134,55652,2854,87,0.7,928,0.8,0,22.54029972,1.155933576,4841724,0.33,815,baja
Drake,rap,Madrid,España,theater,4711,8,Saturday,170,101634,2586,94,0.86,3221,0.9,1,21.57376353,0.548928041,9553596,0.7,3298,media
Girl Ultra,indie,Madrid,España,club,1714,8,Wednesday,143,36030,1372,78,0.7,702,0.9,0,21.0210035,0.800466744,2810340,0.37,634,baja
Arctic Monkeys,rock,Monterrey,Mexico,festival,42949,9,Monday,92,948404,32338,92,0.7,16831,0.92,0,22.08209737,0.752939533,87253168,0.57,24481,media
Banda MS,banda,Queretaro,Mexico,arena,10688,2,Tuesday,11,212528,4252,89,0.7,3933,0.82,0,19.88473054,0.397829341,18914992,0.59,6306,media
Siddhartha,indie,Los Angeles,Estados Unidos,festival,89869,8,Saturday,160,1203998,38240,85,0.7,49386,0.95,1,13.39725601,0.42550824,102339830,0.92,82679,alta
BTS,kpop,Leon,Mexico,arena,12227,9,Tuesday,146,203453,4873,99,0.95,8490,0.78,0,16.63964996,0.398544205,20141847,0.91,11127,alta
Travis Scott,rap,Guadalajara,Mexico,arena,16251,12,Wednesday,108,175557,2146,93,0.7,6445,0.92,0,10.8028429,0.132053412,16326801,0.57,9263,media
Taylor Swift,pop,Los Angeles,Estados Unidos,festival,74994,6,Thursday,148,1208526,2459,98,0.7,36650,0.95,0,16.1149692,0.03278929,118435548,0.83,62245,alta
Natanael Cano,corridos,Queretaro,Mexico,theater,7443,2,Monday,180,131822,3535,87,0.7,2802,0.82,0,17.71086927,0.474942899,11468514,0.32,2382,baja
David Guetta,electronica,Madrid,España,arena,18880,6,Wednesday,58,251558,3052,93,0.82,12341,0.9,0,13.32404661,0.161652542,23394894,0.71,13405,media
Siddhartha,indie,Bogota,Colombia,festival,61421,7,Monday,3,1026734,2961,85,0.7,21189,0.88,0,16.7163348,0.048208268,87272390,0.56,34396,media
Adele,pop,CDMX,Mexico,club,2299,2,Tuesday,130,62517,28277,95,0.7,1065,1,0,27.19312745,12.29969552,5939115,0.58,1333,media
Cuco,indie,Monterrey,Mexico,festival,84720,12,Wednesday,2,2489366,22584,82,0.7,45185,0.92,0,29.38345137,0.266572238,204128012,0.93,78790,alta
Karol G,reggaeton,CDMX,Mexico,stadium,70072,6,Wednesday,155,808526,2151,94,0.7,33674,1,0,11.53850325,0.030696997,76001444,0.82,57459,alta
Karol G,reggaeton,Guadalajara,Mexico,stadium,60095,3,Wednesday,5,1215188,36293,94,0.7,34332,0.92,0,20.22111657,0.603927115,114227672,0.91,54686,alta
BTS,kpop,Monterrey,Mexico,theater,5183,6,Thursday,105,102429,1948,99,0.95,3396,0.92,0,19.76249276,0.375844106,10140471,0.83,4302,alta
Calvin Harris,electronica,Leon,Mexico,festival,40707,8,Saturday,127,1164516,3104,94,0.7,14515,0.78,1,28.60726656,0.076252242,109464504,0.58,23610,media
aespa,kpop,Guadalajara,Mexico,stadium,52758,4,Tuesday,131,1378114,2078,90,0.7,23222,0.92,0,26.12142234,0.039387391,124030260,0.83,43789,alta
Natanael Cano,corridos,Leon,Mexico,festival,57350,8,Tuesday,177,709282,3773,87,0.7,26562,0.78,0,12.36760244,0.065789015,61707534,0.72,41292,media
Calvin Harris,electronica,Madrid,España,stadium,30882,1,Wednesday,54,617823,2504,94,0.7,18930,0.9,0,20.00592578,0.081082831,58075362,0.75,23162,media
Imagine Dragons,rock,CDMX,Mexico,arena,13613,6,Tuesday,152,154577,29960,94,0.7,9169,1,0,11.35510174,2.200837435,14530238,0.74,10074,media
David Guetta,electronica,Los Angeles,Estados Unidos,stadium,33008,4,Wednesday,178,620903,3869,93,0.82,19818,0.95,0,18.81068226,0.117214009,57743979,0.86,28387,alta
Taylor Swift,pop,Bogota,Colombia,stadium,44691,12,Saturday,37,718731,3208,98,0.7,25647,0.88,1,16.08223132,0.071781791,70435638,0.91,40669,alta
Coldplay,rock,CDMX,Mexico,arena,17561,4,Monday,105,210987,4574,96,0.7,8759,1,0,12.01452081,0.260463527,20254752,0.61,10712,media
Clairo,indie,Bogota,Colombia,stadium,66254,3,Thursday,92,1619428,3368,80,0.7,25530,0.88,0,24.44272044,0.050834667,129554240,0.62,41077,media
NewJeans,kpop,Leon,Mexico,festival,40721,11,Tuesday,124,548957,4561,93,0.7,21780,0.78,0,13.48093121,0.11200609,51053001,0.76,30948,media
Martin Garrix,electronica,Bogota,Colombia,arena,13038,8,Wednesday,170,312857,3436,92,0.7,4846,0.88,0,23.99578156,0.263537352,28782844,0.56,7301,media
Dua Lipa,pop,Seul,Desconocido,club,1129,3,Wednesday,11,16004,1442,93,0.7,405,0.8,0,14.17537644,1.277236492,1488372,0.28,316,baja
TWICE,kpop,Madrid,España,club,2451,8,Friday,35,42271,4366,92,0.84,1268,0.9,1,17.24643003,1.781313749,3888932,0.61,1495,media
Clairo,indie,Guadalajara,Mexico,theater,9342,2,Thursday,67,221415,3210,80,0.7,3186,0.92,0,23.70102762,0.343609505,17713200,0.26,2429,baja
Banda MS,banda,CDMX,Mexico,festival,42775,12,Saturday,134,658031,1736,89,0.7,19498,1,1,15.38354179,0.040584454,58564759,0.6,25665,media
Taylor Swift,pop,CDMX,Mexico,stadium,67742,2,Monday,159,1576918,3561,98,0.7,42399,1,0,23.27829116,0.052567093,154537964,0.89,60290,alta
Siddhartha,indie,Monterrey,Mexico,theater,3205,12,Friday,102,43455,2245,85,0.7,1473,0.92,1,13.55850234,0.700468019,3693675,0.38,1218,baja
Grupo Firme,banda,CDMX,Mexico,arena,17681,10,Sunday,120,382743,2698,90,0.78,13054,1,0,21.64713534,0.152593179,34446870,0.76,13438,media
aespa,kpop,CDMX,Mexico,stadium,31957,11,Thursday,37,434259,2103,90,0.7,20492,1,0,13.58885377,0.065807178,39083310,0.74,23648,media
TWICE,kpop,Bogota,Colombia,stadium,34450,5,Thursday,130,357880,4382,92,0.84,18832,0.88,0,10.38838897,0.127198839,32924960,0.85,29282,alta
Banda MS,banda,Leon,Mexico,theater,4974,2,Monday,39,108194,2938,89,0.7,1853,0.78,0,21.75190993,0.590671492,9629266,0.33,1641,baja
Taylor Swift,pop,Monterrey,Mexico,arena,19741,10,Monday,148,512138,4058,98,0.7,10227,0.92,0,25.94286004,0.205562028,50189524,0.86,16977,alta
Karol G,reggaeton,Bogota,Colombia,theater,9651,12,Thursday,82,270754,22931,94,0.7,5117,0.88,0,28.05450212,2.37602321,25450876,0.43,4150,baja
Clairo,indie,Guadalajara,Mexico,arena,11016,9,Sunday,11,170973,22143,80,0.7,4374,0.92,0,15.52042484,2.010076253,13677840,0.33,3635,baja
Fuerza Regida,regional_mexicano,Leon,Mexico,theater,5848,4,Saturday,3,132947,2602,88,0.7,2616,0.78,1,22.73375513,0.44493844,11699336,0.44,2573,baja
Dua Lipa,pop,Monterrey,Mexico,stadium,77492,11,Friday,17,1550158,1770,93,0.7,38718,0.92,1,20.00410365,0.022841067,144164694,0.86,66643,alta
The Weeknd,pop,Madrid,España,arena,11311,12,Friday,15,173404,4269,96,0.9,7902,0.9,1,15.33056317,0.37742021,16646784,0.89,10067,alta
BLACKPINK,kpop,Guadalajara,Mexico,arena,13599,11,Saturday,160,206190,2512,98,0.7,7263,0.92,1,15.16214428,0.184719465,20206620,0.66,8975,media
Arctic Monkeys,rock,Guadalajara,Mexico,stadium,69130,3,Thursday,103,1813548,3259,92,0.7,32050,0.92,0,26.2338782,0.047143064,166846416,0.84,58069,alta
Banda MS,banda,Bogota,Colombia,stadium,78617,11,Saturday,26,1398645,2806,89,0.7,46411,0.88,1,17.79061781,0.035692026,124479405,0.96,75472,alta
Calvin Harris,electronica,Bogota,Colombia,theater,9153,7,Friday,156,206009,2104,94,0.7,5266,0.88,1,22.50726538,0.229869988,19364846,0.48,4393,baja
Post Malone,rap,Queretaro,Mexico,theater,3428,1,Saturday,19,89527,1868,92,0.7,1291,0.82,1,26.1163944,0.544924154,8236484,0.29,994,baja
Bad Bunny,reggaeton,CDMX,Mexico,club,1958,11,Thursday,79,52946,4542,95,0.7,1355,1,0,27.04085802,2.319713994,5029870,0.75,1468,media
Adele,pop,Monterrey,Mexico,theater,4457,11,Saturday,177,81826,2092,95,0.7,2371,0.92,1,18.35898586,0.469374018,7773470,0.4,1783,baja
Dua Lipa,pop,Madrid,España,stadium,61937,12,Monday,131,1371727,2247,93,0.7,38196,0.9,0,22.14713338,0.036278799,127570611,0.95,58840,alta
BTS,kpop,CDMX,Mexico,stadium,39822,2,Monday,77,963688,4021,99,0.95,37825,1,0,24.19988951,0.100974336,95405112,0.93,37034,alta
The Weeknd,pop,Madrid,España,arena,13027,11,Wednesday,24,148436,3576,96,0.9,8523,0.9,0,11.39448837,0.274506794,14249856,0.87,11333,alta
The Weeknd,pop,Los Angeles,Estados Unidos,festival,77125,7,Sunday,20,1752132,2749,96,0.9,41788,0.95,0,22.71808104,0.035643436,168204672,0.79,60929,alta
Kendrick Lamar,rap,Monterrey,Mexico,theater,8805,10,Monday,80,249441,2317,95,0.7,4153,0.92,0,28.32947189,0.26314594,23696895,0.33,2906,baja
Kendrick Lamar,rap,Madrid,España,arena,16057,3,Thursday,145,388510,3591,95,0.7,8589,0.9,0,24.1956779,0.22364078,36908450,0.68,10919,media
aespa,kpop,Los Angeles,Estados Unidos,club,2233,5,Monday,42,47913,4249,90,0.7,1250,0.95,0,21.45678459,1.902821317,4312170,0.7,1563,media
Los Tigres del Norte,norteno,Leon,Mexico,stadium,71620,12,Friday,25,1113125,3640,92,0.74,29134,0.78,1,15.54209718,0.050823792,102407500,0.84,60161,alta
Arctic Monkeys,rock,Leon,Mexico,stadium,69918,9,Sunday,52,1417873,3946,92,0.7,25031,0.78,0,20.27908407,0.056437541,130444316,0.82,57333,alta
Martin Garrix,electronica,Madrid,España,club,2480,9,Thursday,28,73166,4273,92,0.7,1474,0.9,0,29.50241935,1.722983871,6731272,0.74,1835,media
Stray Kids,kpop,CDMX,Mexico,stadium,63629,7,Tuesday,36,949831,3428,91,0.7,44300,1,0,14.92764306,0.053874806,86434621,0.97,61720,alta
Karol G,reggaeton,Seul,Desconocido,theater,9188,2,Monday,24,229967,3933,94,0.7,4288,0.8,0,25.02905964,0.428058337,21616898,0.41,3767,baja
Kendrick Lamar,rap,Bogota,Colombia,festival,73943,6,Thursday,56,1533641,28912,95,0.7,31469,0.88,0,20.74085444,0.391003881,145695895,0.82,60633,alta
Adele,pop,Monterrey,Mexico,theater,9083,10,Thursday,1,92691,1687,95,0.7,4293,0.92,0,10.20488825,0.185731586,8805645,0.62,5631,media
Imagine Dragons,rock,Los Angeles,Estados Unidos,stadium,75566,3,Thursday,6,1017245,1960,94,0.7,31095,0.95,0,13.46167589,0.025937591,95621030,0.79,59697,alta
Banda MS,banda,Guadalajara,Mexico,theater,3187,9,Wednesday,71,64510,29741,89,0.7,1939,0.92,0,20.24160653,9.331973643,5741390,0.52,1657,baja
aespa,kpop,Bogota,Colombia,club,2963,7,Friday,177,57223,4273,90,0.7,1155,0.88,1,19.31252109,1.442119474,5150070,0.29,859,baja
Arctic Monkeys,rock,Leon,Mexico,festival,74404,1,Friday,120,1837059,1851,92,0.7,33990,0.78,1,24.69032579,0.024877695,169009428,0.89,66220,alta
Fuerza Regida,regional_mexicano,Leon,Mexico,theater,3039,3,Thursday,32,56544,3270,88,0.7,1129,0.78,0,18.60612043,1.076011846,4975872,0.33,1003,baja
BLACKPINK,kpop,Bogota,Colombia,theater,9640,9,Friday,84,166672,3577,98,0.7,5234,0.88,1,17.28962656,0.371058091,16333856,0.68,6555,media
TWICE,kpop,Guadalajara,Mexico,arena,14965,3,Saturday,54,423612,4003,92,0.84,10035,0.92,1,28.30684932,0.267490812,38972304,0.91,13618,alta
Travis Scott,rap,Bogota,Colombia,festival,69284,12,Friday,46,1402224,2273,93,0.7,40620,0.88,1,20.23878529,0.032806997,130406832,0.94,65127,alta
Peso Pluma,regional_mexicano,CDMX,Mexico,stadium,75332,7,Sunday,23,1318622,4480,93,0.58,30187,1,0,17.50414167,0.059470079,122631846,0.83,62526,alta
Arctic Monkeys,rock,Monterrey,Mexico,festival,78328,7,Wednesday,111,1893019,4039,92,0.7,30395,0.92,0,24.16784547,0.051565213,174157748,0.79,61879,alta
Fuerza Regida,regional_mexicano,Los Angeles,Estados Unidos,stadium,33052,4,Friday,27,763809,3555,88,0.7,13764,0.95,1,23.1093126,0.107557788,67215192,0.59,19501,media
Natanael Cano,corridos,Leon,Mexico,festival,70046,2,Saturday,36,1959537,3186,87,0.7,35104,0.78,1,27.97500214,0.045484396,170479719,0.95,66544,alta
Clairo,indie,Monterrey,Mexico,club,2989,7,Saturday,112,36883,3045,80,0.7,1607,0.92,1,12.33957845,1.018735363,2950640,0.51,1524,baja
David Guetta,electronica,Los Angeles,Estados Unidos,arena,22606,2,Tuesday,97,359701,2752,93,0.82,15048,0.95,0,15.91174909,0.121737592,33452193,0.9,20345,alta
Calvin Harris,electronica,Seul,Desconocido,arena,15980,5,Sunday,29,468961,2399,94,0.7,7741,0.8,0,29.34674593,0.150125156,44082334,0.69,11026,media
Los Tigres del Norte,norteno,Seul,Desconocido,stadium,79812,4,Sunday,176,1244694,39097,92,0.74,41263,0.8,0,15.59532401,0.48986368,114511848,0.91,72629,alta
Post Malone,rap,Queretaro,Mexico,stadium,34539,1,Saturday,10,860492,3371,92,0.7,13295,0.82,1,24.91363386,0.097599815,79165264,0.6,20723,media
Arctic Monkeys,rock,Guadalajara,Mexico,club,1906,8,Friday,178,31338,3273,92,0.7,1199,0.92,1,16.44176285,1.717208814,2883096,0.52,991,baja
Adele,pop,Seul,Desconocido,theater,9293,4,Saturday,15,200946,2870,95,0.7,4145,0.8,1,21.62337243,0.308834607,19089870,0.65,6040,media
Bad Bunny,reggaeton,Bogota,Colombia,stadium,49123,2,Sunday,63,801427,2384,95,0.7,23642,0.88,0,16.31469984,0.048531238,76135565,0.86,42246,alta
NewJeans,kpop,Monterrey,Mexico,club,650,11,Wednesday,104,13238,39889,93,0.7,344,0.92,0,20.36615385,61.36769231,1231134,0.41,266,baja
TWICE,kpop,Los Angeles,Estados Unidos,arena,18101,9,Monday,97,190857,3854,92,0.84,8919,0.95,0,10.54400309,0.212916413,17558844,0.8,14481,alta
aespa,kpop,Bogota,Colombia,theater,7277,7,Wednesday,180,170690,2924,90,0.7,2924,0.88,0,23.45609454,0.401813934,15362100,0.3,2183,baja
TWICE,kpop,Los Angeles,Estados Unidos,arena,14467,10,Monday,53,247481,4040,92,0.84,10431,0.95,0,17.10658741,0.279256238,22768252,0.92,13310,alta
BLACKPINK,kpop,Bogota,Colombia,stadium,51212,6,Thursday,105,929277,4360,98,0.7,21247,0.88,0,18.14568851,0.085136296,91069146,0.8,40970,alta
Girl Ultra,indie,Monterrey,Mexico,arena,20037,1,Saturday,173,580411,3498,78,0.7,9274,0.92,1,28.96696112,0.174577032,45272058,0.43,8616,baja
Coldplay,rock,Queretaro,Mexico,arena,23291,8,Tuesday,78,525055,31932,96,0.7,9759,0.82,0,22.54325705,1.371001674,50405280,0.61,14208,media
Clairo,indie,Los Angeles,Estados Unidos,arena,10526,4,Saturday,148,224386,2954,80,0.7,4621,0.95,1,21.31730952,0.280638419,17950880,0.37,3895,baja
Cuco,indie,Queretaro,Mexico,theater,4625,12,Tuesday,93,138587,3235,82,0.7,1698,0.82,0,29.96475676,0.699459459,11364134,0.34,1572,baja
Bad Bunny,reggaeton,Los Angeles,Estados Unidos,theater,6781,12,Tuesday,103,194256,2072,95,0.7,3470,0.95,0,28.6471022,0.305559652,18454320,0.64,4340,media
Kendrick Lamar,rap,CDMX,Mexico,theater,9428,5,Tuesday,98,224680,3492,95,0.7,6104,1,0,23.83114128,0.370386084,21344600,0.72,6788,media
Peso Pluma,regional_mexicano,Monterrey,Mexico,club,744,5,Thursday,56,10618,4293,93,0.58,289,0.92,0,14.27150538,5.77016129,987474,0.34,253,baja
Travis Scott,rap,Seul,Desconocido,festival,47639,12,Tuesday,53,857949,2772,93,0.7,22450,0.8,0,18.00938307,0.058187619,79789257,0.68,32395,media
BLACKPINK,kpop,Queretaro,Mexico,stadium,64775,5,Thursday,176,1583846,4885,98,0.7,31490,0.82,0,24.45150135,0.075414898,155216908,0.88,57002,alta
Martin Garrix,electronica,Monterrey,Mexico,festival,69258,4,Wednesday,53,1651410,3076,92,0.7,38927,0.92,0,23.84432123,0.044413642,151929720,0.91,63025,alta
Los Tigres del Norte,norteno,Los Angeles,Estados Unidos,festival,65840,11,Wednesday,156,1902408,38331,92,0.74,45630,0.95,0,28.89441069,0.582184083,175021536,0.96,63206,alta
Ed Sheeran,pop,Seul,Desconocido,club,1048,8,Friday,9,16447,3853,94,0.7,540,0.8,1,15.69370229,3.676526718,1546018,0.47,493,baja
BTS,kpop,Madrid,España,arena,22773,9,Wednesday,172,445029,33728,99,0.95,14394,0.9,0,19.54195758,1.481052123,44057871,0.83,18902,alta
Martin Garrix,electronica,Seul,Desconocido,festival,45809,9,Tuesday,152,1315249,2341,92,0.7,15672,0.8,0,28.71158506,0.051103495,121002908,0.57,26111,media
Imagine Dragons,rock,Queretaro,Mexico,arena,20033,3,Wednesday,78,310335,1898,94,0.7,8302,0.82,0,15.49118954,0.094743673,29171490,0.33,6611,baja
Martin Garrix,electronica,CDMX,Mexico,club,1425,7,Thursday,156,35440,3623,92,0.7,842,1,0,24.87017544,2.54245614,3260480,0.43,613,baja
Clairo,indie,Seul,Desconocido,club,1740,9,Saturday,81,50613,20199,80,0.7,525,0.8,1,29.08793103,11.60862069,4049040,0.27,470,baja
TWICE,kpop,Madrid,España,festival,84636,6,Thursday,75,1297405,2365,92,0.84,51412,0.9,0,15.32923342,0.027943192,119361260,0.88,74480,alta
Clairo,indie,Seul,Desconocido,theater,3287,1,Saturday,176,54268,2269,80,0.7,1353,0.8,1,16.50988744,0.690295102,4341440,0.43,1413,baja
NewJeans,kpop,CDMX,Mexico,festival,48330,12,Friday,37,1239542,3163,93,0.7,25183,1,1,25.64746534,0.065445893,115277406,0.85,41080,alta
Adele,pop,Queretaro,Mexico,arena,21400,1,Wednesday,20,293604,3365,95,0.7,11633,0.82,0,13.71981308,0.157242991,27892380,0.73,15622,media
Clairo,indie,Leon,Mexico,stadium,58777,12,Friday,62,1185577,3714,80,0.7,17920,0.78,1,20.17076407,0.063187982,94846160,0.28,16458,baja
Cuco,indie,Los Angeles,Estados Unidos,theater,9300,8,Sunday,154,159377,2798,82,0.7,3468,0.95,0,17.13731183,0.300860215,13068914,0.27,2511,baja
Kendrick Lamar,rap,Bogota,Colombia,arena,17880,7,Thursday,74,370418,1710,95,0.7,10230,0.88,0,20.71689038,0.095637584,35189710,0.72,12874,media
Grupo Firme,banda,Leon,Mexico,festival,68670,12,Thursday,67,1654673,3186,90,0.78,32825,0.78,0,24.0960099,0.046395806,148920570,0.88,60430,alta
Los Tigres del Norte,norteno,Guadalajara,Mexico,club,735,4,Saturday,93,19159,1707,92,0.74,442,0.92,1,26.06666667,2.32244898,1762628,0.71,522,media
Peso Pluma,regional_mexicano,Guadalajara,Mexico,theater,5433,1,Wednesday,78,55309,1584,93,0.58,2280,0.92,0,10.1801951,0.291551629,5143737,0.38,2065,baja
Martin Garrix,electronica,Guadalajara,Mexico,festival,37092,2,Tuesday,159,594512,3416,92,0.7,16721,0.92,0,16.02803839,0.092095331,54695104,0.61,22626,media
Stray Kids,kpop,Madrid,España,club,2869,10,Sunday,176,28883,1393,91,0.7,1675,0.9,0,10.06727083,0.48553503,2628353,0.5,1434,baja
Girl Ultra,indie,Los Angeles,Estados Unidos,festival,51959,4,Sunday,165,785028,3104,78,0.7,27214,0.95,0,15.10860486,0.05973941,61232184,0.74,38450,media
Taylor Swift,pop,Los Angeles,Estados Unidos,festival,81863,11,Tuesday,76,1971462,2751,98,0.7,51356,0.95,0,24.08245483,0.033604925,193203276,0.92,75314,alta
Bad Bunny,reggaeton,Seul,Desconocido,club,1087,5,Sunday,37,22560,2463,95,0.7,447,0.8,0,20.75436983,2.265869365,2143200,0.33,359,baja
Cuco,indie,Leon,Mexico,club,816,5,Sunday,8,11389,35581,82,0.7,335,0.78,0,13.95710784,43.60416667,933898,0.43,351,baja
Martin Garrix,electronica,Guadalajara,Mexico,festival,73231,8,Wednesday,173,1535498,3105,92,0.7,35250,0.92,0,20.9678688,0.042400076,141265816,0.85,62246,alta
Arctic Monkeys,rock,Madrid,España,stadium,36460,9,Sunday,37,1026516,3206,92,0.7,14607,0.9,0,28.15458036,0.08793198,94439472,0.58,21147,media
Clairo,indie,Queretaro,Mexico,club,2992,10,Monday,89,64807,2892,80,0.7,1460,0.82,0,21.66009358,0.96657754,5184560,0.53,1586,baja
Cuco,indie,Leon,Mexico,club,2650,12,Sunday,120,52706,1435,82,0.7,844,0.78,0,19.8890566,0.541509434,4321892,0.29,768,baja
BLACKPINK,kpop,Seul,Desconocido,club,2545,2,Sunday,126,49924,4692,98,0.7,1505,0.8,0,19.61650295,1.843614931,4892552,0.54,1374,baja
Coldplay,rock,Queretaro,Mexico,stadium,47788,8,Saturday,130,958103,2027,96,0.7,22402,0.82,1,20.04902904,0.042416506,91977888,0.87,41576,alta
Natanael Cano,corridos,Monterrey,Mexico,arena,12654,7,Monday,38,133413,36098,87,0.7,5199,0.92,0,10.54314841,2.8526948,11606931,0.31,3923,baja
Stray Kids,kpop,Monterrey,Mexico,arena,16810,10,Wednesday,23,404818,3700,91,0.7,8806,0.92,0,24.08197501,0.220107079,36838438,0.68,11431,media
